airline,airline_id,s_airport,s_airport_id,d_airport,d_airport_id,s_name,s_city,s_country,s_ICAO,s_latitude,s_longitude,s_altitude,s_timezone,d_name,d_city,d_country,d_ICAO,d_latitude,d_longitude,d_altitude,d_timezone,distance(Km)
4U,2548,CLY,1322,CGN,344,Calvi-Sainte-Catherine Airport,Calvi,France,LFKC,42.5244444,8.7930556,209,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,935.9622649344591
4U,2548,CTA,1509,CGN,344,Catania-Fontanarossa Airport,Catania,Italy,LICC,37.466801,15.0664,39,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,1616.1579138575246
4U,2548,DBV,1200,CGN,344,Dubrovnik Airport,Dubrovnik,Croatia,LDDU,42.5614013671875,18.268199920654297,527,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,1251.1730332839106
4U,2548,DUB,599,CGN,344,Dublin Airport,Dublin,Ireland,EIDW,53.421299,-6.27007,242,0,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,956.6855635579964
4U,2548,EDI,535,CGN,344,Edinburgh Airport,Edinburgh,United Kingdom,EGPH,55.95000076293945,-3.372499942779541,135,0,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,895.8076802463069
4U,2548,FAO,1626,CGN,344,Faro Airport,Faro,Portugal,LPFR,37.0144004822,-7.96590995789,24,0,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,1950.5133996456357
4U,2548,FCO,1555,CGN,344,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,LIRF,41.8002778,12.2388889,13,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,1080.6606292463625
4U,2548,HDF,5557,CGN,344,Heringsdorf Airport,Heringsdorf,Germany,EDAH,53.8787002563,14.152299881,93,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,581.5349473386814
4U,2548,HER,1452,CGN,344,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,LGIR,35.3396987915,25.1802997589,115,2,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,2251.435072244162
4U,2548,IBZ,1225,CGN,344,Ibiza Airport,Ibiza,Spain,LEIB,38.8728981018,1.3731199502899998,24,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,1407.8434083066222
4U,2548,JMK,1468,CGN,344,Mikonos Airport,Mykonos,Greece,LGMK,37.43510055541992,25.348100662231445,405,2,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,2072.2844721076212
4U,2548,JTR,1479,CGN,344,Santorini Airport,Thira,Greece,LGSR,36.399200439453125,25.47929954528809,127,2,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,2171.0176748087574
4U,2548,KGS,1458,CGN,344,Kos Airport,Kos,Greece,LGKO,36.79330062866211,27.091699600219727,412,2,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,2224.4705164166426
4U,2548,KLU,4322,CGN,344,Klagenfurt Airport,Klagenfurt,Austria,LOWK,46.642502,14.3377,1472,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,705.6442964859601
4U,2548,KVA,1462,CGN,344,Alexander the Great International Airport,Kavala,Greece,LGKV,40.91329956054688,24.619199752807617,18,2,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,1740.0195465716808
4U,2548,LEJ,348,CGN,344,Leipzig/Halle Airport,Leipzig,Germany,EDDP,51.423889,12.236389,465,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,360.6239699094352
4U,2548,LHR,507,CGN,344,London Heathrow Airport,London,United Kingdom,EGLL,51.4706,-0.461941,83,0,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,534.2208064423635
4U,2548,LIS,1638,CGN,344,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LPPT,38.7813,-9.13592,374,0,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,1850.4544738557865
4U,2548,MAN,478,CGN,344,Manchester Airport,Manchester,United Kingdom,EGCC,53.35369873046875,-2.2749500274658203,257,0,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,699.4167323576169
4U,2548,MXP,1524,CGN,344,Malpensa International Airport,Milano,Italy,LIMC,45.6306,8.72811,768,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,593.8175855681067
4U,2548,NCE,1354,CGN,344,Nice-Côte d'Azur Airport,Nice,France,LFMN,43.6584014893,7.215869903560001,12,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,801.4559468487395
4U,2548,PMO,1512,CGN,344,Falcone–Borsellino Airport,Palermo,Italy,LICJ,38.175999,13.091,65,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,1486.541628106779
4U,2548,PRG,1587,CGN,344,Václav Havel Airport Prague,Prague,Czech Republic,LKPR,50.1008,14.26,1247,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,510.4976272051205
4U,2548,PSA,1562,CGN,344,Pisa International Airport,Pisa,Italy,LIRP,43.683899,10.3927,6,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,835.1754220310766
4U,2548,PUY,1203,CGN,344,Pula Airport,Pula,Croatia,LDPL,44.89350128173828,13.922200202941896,274,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,833.9115959982407
4U,2548,RAK,1075,CGN,344,Menara Airport,Marrakech,Morocco,GMMX,31.6068992615,-8.03629970551,1545,0,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,2478.3906785092736
4U,2548,RHO,1472,CGN,344,Diagoras Airport,Rhodos,Greece,LGRP,36.405399322509766,28.086200714111328,17,2,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,2314.0196413970816
4U,2548,RJK,1205,CGN,344,Rijeka Airport,Rijeka,Croatia,LDRI,45.21689987182617,14.570300102233888,278,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,835.5117427148813
4U,2548,RLG,772,CGN,344,Rostock-Laage Airport,Laage,Germany,ETNL,53.9182014465,12.2783002853,138,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,486.21982581576924
4U,2548,SJJ,1646,CGN,344,Sarajevo International Airport,Sarajevo,Bosnia and Herzegovina,LQSA,43.82460021972656,18.331499099731445,1708,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,1148.2105127748916
4U,2548,SKG,1486,CGN,344,Thessaloniki Macedonia International Airport,Thessaloniki,Greece,LGTS,40.51969909667969,22.97089958190918,22,2,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,1677.1687792767113
4U,2548,SPU,1206,CGN,344,Split Airport,Split,Croatia,LDSP,43.53889846801758,16.29800033569336,79,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,1067.0878955546468
4U,2548,STN,548,CGN,344,London Stansted Airport,London,United Kingdom,EGSS,51.8849983215,0.234999999404,348,0,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,492.4642154829361
4U,2548,SUF,1508,CGN,344,Lamezia Terme Airport,Lamezia,Italy,LICA,38.905399,16.2423,39,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,1508.216674209751
4U,2548,TUN,287,CGN,344,Tunis Carthage International Airport,Tunis,Tunisia,DTTA,36.85100173950195,10.22719955444336,22,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,1577.5180295395996
4U,2548,VCE,1551,CGN,344,Venice Marco Polo Airport,Venice,Italy,LIPZ,45.505299,12.3519,7,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,709.8355360890043
4U,2548,VIE,1613,CGN,344,Vienna International Airport,Vienna,Austria,LOWW,48.110298156738,16.569700241089,600,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,745.9889511619195
4U,2548,VRN,1550,CGN,344,Verona Villafranca Airport,Villafranca,Italy,LIPX,45.395699,10.8885,239,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,668.5539981351038
4U,2548,WAW,679,CGN,344,Warsaw Chopin Airport,Warsaw,Poland,EPWA,52.1656990051,20.9671001434,362,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,965.9289323157834
4U,2548,XRY,1226,CGN,344,Jerez Airport,Jerez,Spain,LEJR,36.74459838867188,-6.060110092163086,93,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,1887.942410653861
4U,2548,ZAG,1208,CGN,344,Zagreb Airport,Zagreb,Croatia,LDZA,45.7429008484,16.0687999725,353,1,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,870.9157536997383
2L,2750,TFS,1056,GVA,1665,Tenerife South Airport,Tenerife,Spain,GCTS,28.044500351,-16.5725002289,209,0,Geneva Cointrin International Airport,Geneva,Switzerland,LSGG,46.23809814453125,6.108950138092041,1411,1,2832.3422605556666
4U,2548,DUS,345,GVA,1665,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,Geneva Cointrin International Airport,Geneva,Switzerland,LSGG,46.23809814453125,6.108950138092041,1411,1,563.749469806704
4U,2548,HAM,342,GVA,1665,Hamburg Airport,Hamburg,Germany,EDDH,53.630401611328,9.9882297515869,53,1,Geneva Cointrin International Airport,Geneva,Switzerland,LSGG,46.23809814453125,6.108950138092041,1411,1,867.279041433911
2L,2750,ZRH,1678,BDS,1506,Zürich Airport,Zurich,Switzerland,LSZH,47.464699,8.54917,1416,1,Brindisi – Salento Airport,Brindisi,Italy,LIBR,40.6576,17.947001,47,1,1064.7408432924565
4U,2548,STR,350,BDS,1506,Stuttgart Airport,Stuttgart,Germany,EDDS,48.6898994446,9.22196006775,1276,1,Brindisi – Salento Airport,Brindisi,Italy,LIBR,40.6576,17.947001,47,1,1127.022171906222
2L,2750,ZRH,1678,BOD,1264,Zürich Airport,Zurich,Switzerland,LSZH,47.464699,8.54917,1416,1,Bordeaux-Mérignac Airport,Bordeaux,France,LFBD,44.8283004761,-0.715556025505,162,1,770.9701783806116
2L,2750,ZRH,1678,BRS,490,Zürich Airport,Zurich,Switzerland,LSZH,47.464699,8.54917,1416,1,Bristol Airport,Bristol,United Kingdom,EGGD,51.382702,-2.71909,622,0,922.7610697261699
2L,2750,ZRH,1678,LCA,1197,Zürich Airport,Zurich,Switzerland,LSZH,47.464699,8.54917,1416,1,Larnaca International Airport,Larnaca,Cyprus,LCLK,34.875099182128906,33.624900817871094,8,2,2505.174815335636
2L,2750,ZRH,1678,RMF,4197,Zürich Airport,Zurich,Switzerland,LSZH,47.464699,8.54917,1416,1,Marsa Alam International Airport,Marsa Alam,Egypt,HEMA,25.557100296,34.5836982727,251,2,3337.4412676884804
4T,1401,ZRH,1678,RMF,4197,Zürich Airport,Zurich,Switzerland,LSZH,47.464699,8.54917,1416,1,Marsa Alam International Airport,Marsa Alam,Egypt,HEMA,25.557100296,34.5836982727,251,2,3337.4412676884804
3L,2916,ZRH,1678,DRS,338,Zürich Airport,Zurich,Switzerland,LSZH,47.464699,8.54917,1416,1,Dresden Airport,Dresden,Germany,EDDC,51.1328010559082,13.767200469970703,755,1,556.0760974015303
4U,2548,DUS,345,DRS,338,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,Dresden Airport,Dresden,Germany,EDDC,51.1328010559082,13.767200469970703,755,1,487.7634701718005
4U,2548,CGN,344,DRS,338,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,Dresden Airport,Dresden,Germany,EDDC,51.1328010559082,13.767200469970703,755,1,464.35896985408965
4U,2548,CFU,1460,DRS,338,Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,LGKR,39.601898193359375,19.911699295043945,6,2,Dresden Airport,Dresden,Germany,EDDC,51.1328010559082,13.767200469970703,755,1,1367.8823830096908
4U,2548,STR,350,DRS,338,Stuttgart Airport,Stuttgart,Germany,EDDS,48.6898994446,9.22196006775,1276,1,Dresden Airport,Dresden,Germany,EDDC,51.1328010559082,13.767200469970703,755,1,423.7930328654882
3L,2916,ZRH,1678,EBA,1558,Zürich Airport,Zurich,Switzerland,LSZH,47.464699,8.54917,1416,1,Marina Di Campo Airport,Marina Di Campo,Italy,LIRJ,42.7603,10.2394,31,1,539.621197131775
3L,2916,ACH,1679,EBA,1558,St Gallen Altenrhein Airport,Altenrhein,Switzerland,LSZR,47.4850006104,9.560770034789998,1306,1,Marina Di Campo Airport,Marina Di Campo,Italy,LIRJ,42.7603,10.2394,31,1,528.0477740811091
3L,2916,FDH,382,EBA,1558,Friedrichshafen Airport,Friedrichshafen,Germany,EDNY,47.6712989807,9.51148986816,1367,1,Marina Di Campo Airport,Marina Di Campo,Italy,LIRJ,42.7603,10.2394,31,1,549.0393898748854
3L,2916,MUC,346,EBA,1558,Munich Airport,Munich,Germany,EDDM,48.353802,11.7861,1487,1,Marina Di Campo Airport,Marina Di Campo,Italy,LIRJ,42.7603,10.2394,31,1,633.4820175620449
3L,2916,ZRH,1678,GRZ,1609,Zürich Airport,Zurich,Switzerland,LSZH,47.464699,8.54917,1416,1,Graz Airport,Graz,Austria,LOWG,46.9911003112793,15.439599990844728,1115,1,522.7845543929949
3L,2916,ZRH,1678,SZG,1612,Zürich Airport,Zurich,Switzerland,LSZH,47.464699,8.54917,1416,1,Salzburg Airport,Salzburg,Austria,LOWS,47.7933006287,13.0043001175,1411,1,335.80182354772097
4U,2548,CGN,344,SZG,1612,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,Salzburg Airport,Salzburg,Austria,LOWS,47.7933006287,13.0043001175,1411,1,544.8365426780226
4T,1401,ZRH,1678,AYT,1688,Zürich Airport,Zurich,Switzerland,LSZH,47.464699,8.54917,1416,1,Antalya International Airport,Antalya,Turkey,LTAI,36.898701,30.800501,177,3,2165.571145859899
4U,2548,CGN,344,AYT,1688,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,Antalya International Airport,Antalya,Turkey,LTAI,36.898701,30.800501,177,3,2432.083840357316
4T,1401,ZRH,1678,HRG,1130,Zürich Airport,Zurich,Switzerland,LSZH,47.464699,8.54917,1416,1,Hurghada International Airport,Hurghada,Egypt,HEGN,27.178300857543945,33.799400329589844,52,2,3146.3859731731864
4T,1401,BSL,1423,HRG,1130,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,LFSB,47.59,7.5291667,885,1,Hurghada International Airport,Hurghada,Egypt,HEGN,27.178300857543945,33.799400329589844,52,2,3216.4378999449614
4T,1401,ZRH,1678,PRN,1742,Zürich Airport,Zurich,Switzerland,LSZH,47.464699,8.54917,1416,1,Priština International Airport,Pristina,Serbia,BKPR,42.5728,21.035801,1789,1,1120.2225531190813
4U,2548,DUS,345,PRN,1742,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,Priština International Airport,Pristina,Serbia,BKPR,42.5728,21.035801,1789,1,1449.1698809894558
4U,2548,HAM,342,PRN,1742,Hamburg Airport,Hamburg,Germany,EDDH,53.630401611328,9.9882297515869,53,1,Priština International Airport,Pristina,Serbia,BKPR,42.5728,21.035801,1789,1,1474.3596025680633
4U,2548,TXL,351,PRN,1742,Berlin-Tegel Airport,Berlin,Germany,EDDT,52.5597,13.2877,122,1,Priština International Airport,Pristina,Serbia,BKPR,42.5728,21.035801,1789,1,1251.7634353338817
4U,2548,HAJ,352,PRN,1742,Hannover Airport,Hannover,Germany,EDDV,52.461101532,9.68507957458,183,1,Priština International Airport,Pristina,Serbia,BKPR,42.5728,21.035801,1789,1,1387.809678307866
4U,2548,STR,350,PRN,1742,Stuttgart Airport,Stuttgart,Germany,EDDS,48.6898994446,9.22196006775,1276,1,Priština International Airport,Pristina,Serbia,BKPR,42.5728,21.035801,1789,1,1140.8873917140738
4T,1401,ZRH,1678,SKP,1737,Zürich Airport,Zurich,Switzerland,LSZH,47.464699,8.54917,1416,1,Skopje Alexander the Great Airport,Skopje,Macedonia,LWSK,41.961601,21.621401,781,1,1198.2981048409072
2N,3652,AJR,730,LYC,719,Arvidsjaur Airport,Arvidsjaur,Sweden,ESNX,65.59030151367188,19.28190040588379,1245,1,Lycksele Airport,Lycksele,Sweden,ESNL,64.54830169677734,18.71619987487793,705,1,118.85904094007256
2N,3652,ARN,737,LYC,719,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,Lycksele Airport,Lycksele,Sweden,ESNL,64.54830169677734,18.71619987487793,705,1,546.0229776499885
2N,3652,ARN,737,GEV,715,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,Gällivare Airport,Gallivare,Sweden,ESNG,67.13240051269531,20.814599990844727,1027,1,843.975814846811
2N,3652,KRF,718,GEV,715,Kramfors Sollefteå Airport,Kramfors,Sweden,ESNK,63.04859924316406,17.76889991760254,34,1,Gällivare Airport,Gallivare,Sweden,ESNG,67.13240051269531,20.814599990844727,1027,1,475.83525850542134
2N,3652,ARN,737,HAD,709,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,Halmstad Airport,Halmstad,Sweden,ESMT,56.69110107421875,12.820199966430664,101,1,444.47843726188023
2N,3652,JKG,688,HAD,709,Jönköping Airport,Joenkoeping,Sweden,ESGJ,57.757598876953125,14.068699836730955,741,1,Halmstad Airport,Halmstad,Sweden,ESMT,56.69110107421875,12.820199966430664,101,1,140.3923594011298
2N,3652,ARN,737,JKG,688,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,Jönköping Airport,Joenkoeping,Sweden,ESGJ,57.757598876953125,14.068699836730955,741,1,306.205419773487
2N,3652,HAD,709,JKG,688,Halmstad Airport,Halmstad,Sweden,ESMT,56.69110107421875,12.820199966430664,101,1,Jönköping Airport,Joenkoeping,Sweden,ESGJ,57.757598876953125,14.068699836730955,741,1,140.3923594011298
2N,3652,ARN,737,KRF,718,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,Kramfors Sollefteå Airport,Kramfors,Sweden,ESNK,63.04859924316406,17.76889991760254,34,1,377.77962351832605
2N,3652,GEV,715,KRF,718,Gällivare Airport,Gallivare,Sweden,ESNG,67.13240051269531,20.814599990844727,1027,1,Kramfors Sollefteå Airport,Kramfors,Sweden,ESNK,63.04859924316406,17.76889991760254,34,1,475.83525850542134
2N,3652,ARN,737,KSD,5595,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,Karlstad Airport,Karlstad,Sweden,ESOK,59.4446983337,13.3374004364,352,1,259.14683110204686
2N,3652,ARN,737,MHQ,442,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,Mariehamn Airport,Mariehamn,Finland,EFMA,60.122200012207,19.898199081421,17,2,122.18564500712071
2N,3652,TKU,460,MHQ,442,Turku Airport,Turku,Finland,EFTU,60.514099121094,22.262800216675,161,2,Mariehamn Airport,Mariehamn,Finland,EFMA,60.122200012207,19.898199081421,17,2,137.28935130200296
2N,3652,ARN,737,OER,722,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,Örnsköldsvik Airport,Ornskoldsvik,Sweden,ESNO,63.40829849243164,18.989999771118164,354,1,421.5199429806082
2N,3652,ARN,737,POR,448,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,Pori Airport,Pori,Finland,EFPO,61.461700439453,21.799999237061,44,2,292.3265699251817
2N,3652,KOK,435,POR,448,Kokkola-Pietarsaari Airport,Kruunupyy,Finland,EFKK,63.721199035645,23.143100738525,84,2,Pori Airport,Pori,Finland,EFPO,61.461700439453,21.799999237061,44,2,260.46635412823105
2N,3652,ARN,737,TRF,664,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,"Sandefjord Airport, Torp",Sandefjord,Norway,ENTO,59.1866989136,10.258600235,286,1,436.1582874294317
2N,3652,ARN,737,VBY,746,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,Visby Airport,Visby,Sweden,ESSV,57.662799835205,18.346200942993,164,1,222.55517159028483
2N,3652,ARN,737,VHM,729,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,Vilhelmina Airport,Vilhelmina,Sweden,ESNV,64.5791015625,16.833599090576172,1140,1,550.7566446512764
2N,3652,HMV,5599,VHM,729,Hemavan Airport,Hemavan,Sweden,ESUT,65.80609893798828,15.082799911499023,1503,1,Vilhelmina Airport,Vilhelmina,Sweden,ESNV,64.5791015625,16.833599090576172,1140,1,159.00438759313695
2N,3652,ARN,737,VXO,711,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,Växjö Kronoberg Airport,Vaxjo,Sweden,ESMX,56.92910003662109,14.727999687194824,610,1,355.49050697255007
2N,3652,HAD,709,VXO,711,Halmstad Airport,Halmstad,Sweden,ESMT,56.69110107421875,12.820199966430664,101,1,Växjö Kronoberg Airport,Vaxjo,Sweden,ESMX,56.92910003662109,14.727999687194824,610,1,119.10046954751836
2N,3652,OSL,644,VXO,711,Oslo Lufthavn,Oslo,Norway,ENGM,60.121,11.0502,681,1,Växjö Kronoberg Airport,Vaxjo,Sweden,ESMX,56.92910003662109,14.727999687194824,610,1,414.05993001887174
2N,3652,GEV,715,ARN,737,Gällivare Airport,Gallivare,Sweden,ESNG,67.13240051269531,20.814599990844727,1027,1,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,843.975814846811
2N,3652,HAD,709,ARN,737,Halmstad Airport,Halmstad,Sweden,ESMT,56.69110107421875,12.820199966430664,101,1,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,444.47843726188023
2N,3652,JKG,688,ARN,737,Jönköping Airport,Joenkoeping,Sweden,ESGJ,57.757598876953125,14.068699836730955,741,1,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,306.205419773487
2N,3652,KRF,718,ARN,737,Kramfors Sollefteå Airport,Kramfors,Sweden,ESNK,63.04859924316406,17.76889991760254,34,1,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,377.77962351832605
2N,3652,KSD,5595,ARN,737,Karlstad Airport,Karlstad,Sweden,ESOK,59.4446983337,13.3374004364,352,1,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,259.14683110204686
2N,3652,LYC,719,ARN,737,Lycksele Airport,Lycksele,Sweden,ESNL,64.54830169677734,18.71619987487793,705,1,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,546.0229776499885
2N,3652,MHQ,442,ARN,737,Mariehamn Airport,Mariehamn,Finland,EFMA,60.122200012207,19.898199081421,17,2,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,122.18564500712071
2N,3652,OER,722,ARN,737,Örnsköldsvik Airport,Ornskoldsvik,Sweden,ESNO,63.40829849243164,18.989999771118164,354,1,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,421.5199429806082
2N,3652,POR,448,ARN,737,Pori Airport,Pori,Finland,EFPO,61.461700439453,21.799999237061,44,2,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,292.3265699251817
2N,3652,TRF,664,ARN,737,"Sandefjord Airport, Torp",Sandefjord,Norway,ENTO,59.1866989136,10.258600235,286,1,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,436.1582874294317
2N,3652,VBY,746,ARN,737,Visby Airport,Visby,Sweden,ESSV,57.662799835205,18.346200942993,164,1,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,222.55517159028483
2N,3652,VHM,729,ARN,737,Vilhelmina Airport,Vilhelmina,Sweden,ESNV,64.5791015625,16.833599090576172,1140,1,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,550.7566446512764
2N,3652,VXO,711,ARN,737,Växjö Kronoberg Airport,Vaxjo,Sweden,ESMX,56.92910003662109,14.727999687194824,610,1,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,355.49050697255007
4U,2548,DUS,345,ARN,737,Düsseldorf Airport,Duesseldorf,Germany,EDDL,51.289501,6.76678,147,1,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,1162.40214418229
4U,2548,HAM,342,ARN,737,Hamburg Airport,Hamburg,Germany,EDDH,53.630401611328,9.9882297515869,53,1,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,825.5040617457946
4U,2548,CGN,344,ARN,737,Cologne Bonn Airport,Cologne,Germany,EDDK,50.8658981323,7.1427397728,302,1,Stockholm-Arlanda Airport,Stockholm,Sweden,ESSA,59.651901245117,17.918600082397,137,1,1188.7637865231882
2N,3652,LYC,719,AJR,730,Lycksele Airport,Lycksele,Sweden,ESNL,64.54830169677734,18.71619987487793,705,1,Arvidsjaur Airport,Arvidsjaur,Sweden,ESNX,65.59030151367188,19.28190040588379,1245,1,118.85904094007256
2N,3652,MHQ,442,TKU,460,Mariehamn Airport,Mariehamn,Finland,EFMA,60.122200012207,19.898199081421,17,2,Turku Airport,Turku,Finland,EFTU,60.514099121094,22.262800216675,161,2,137.28935130200296
2N,3652,POR,448,KOK,435,Pori Airport,Pori,Finland,EFPO,61.461700439453,21.799999237061,44,2,Kokkola-Pietarsaari Airport,Kruunupyy,Finland,EFKK,63.721199035645,23.143100738525,84,2,260.46635412823105
2N,3652,VHM,729,HMV,5599,Vilhelmina Airport,Vilhelmina,Sweden,ESNV,64.5791015625,16.833599090576172,1140,1,Hemavan Airport,Hemavan,Sweden,ESUT,65.80609893798828,15.082799911499023,1503,1,159.00438759313695
2N,3652,VXO,711,OSL,644,Växjö Kronoberg Airport,Vaxjo,Sweden,ESMX,56.92910003662109,14.727999687194824,610,1,Oslo Lufthavn,Oslo,Norway,ENGM,60.121,11.0502,681,1,414.05993001887174
4U,2548,HAM,342,OSL,644,Hamburg Airport,Hamburg,Germany,EDDH,53.630401611328,9.9882297515869,53,1,Oslo Lufthavn,Oslo,Norway,ENGM,60.121,11.0502,681,1,724.5758073105765
